,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL,ed_bool
473,3198769,YuGiOh,2016 Mega-Tins Mega Pack,D/D Berfomet,,MP16-EN113,Rare,Near Mint 1st Edition,2.82,3.05,1.64,0.65,1,0,2.49,,False
478,3287579,YuGiOh,2016 Mega-Tins Mega Pack,D/D/D Oracle King d'Arc,,MP16-EN077,Rare,Near Mint Unlimited,1.31,,1.68,0.69,1,0,4.74,,True
479,3198589,YuGiOh,2016 Mega-Tins Mega Pack,D/D/D Oracle King d'Arc,,MP16-EN077,Rare,Near Mint 1st Edition,1.42,4.13,1.95,0.96,3,0,4.74,,False
482,3287589,YuGiOh,2016 Mega-Tins Mega Pack,D/D/D Wave Oblivion King Caesar Ragnarok,,MP16-EN138,Super Rare,Near Mint Unlimited,1.22,,1.97,0.98,1,0,1.49,,False
489,3198774,YuGiOh,2016 Mega-Tins Mega Pack,D/D Swirl Slime,,MP16-EN114,Common,Near Mint 1st Edition,0.51,,1.41,0.42,2,0,1.24,,False
490,3287599,YuGiOh,2016 Mega-Tins Mega Pack,Dark Contract with the Gate,,MP16-EN168,Common,Near Mint Unlimited,,,1.59,0.6,2,0,1.99,,True
491,3199044,YuGiOh,2016 Mega-Tins Mega Pack,Dark Contract with the Gate,,MP16-EN168,Common,Near Mint 1st Edition,0.97,,1.48,0.49,1,0,1.99,,False
492,3287634,YuGiOh,2016 Mega-Tins Mega Pack,Deskbot 004,,MP16-EN017,Common,Near Mint Unlimited,0.71,,1.49,0.5,3,0,0.99,,True
493,3198289,YuGiOh,2016 Mega-Tins Mega Pack,Deskbot 004,,MP16-EN017,Common,Near Mint 1st Edition,0.6,,1.5,0.51,7,0,0.99,,False
494,3199279,YuGiOh,2016 Mega-Tins Mega Pack,Destruction Swordsman Fusion,,MP16-EN215,Common,Near Mint 1st Edition,0.56,,1.38,0.39,1,0,0.99,,False
500,3288689,YuGiOh,2016 Mega-Tins Mega Pack,Dragon Buster Destruction Sword,,MP16-EN190,Common,Near Mint Unlimited,,,1.92,0.93,1,0,0.99,,False
507,3198679,YuGiOh,2016 Mega-Tins Mega Pack,Extra Buck,,MP16-EN095,Rare,Near Mint 1st Edition,0.12,,1.07,0.08,4,0,0.49,,False
509,3198379,YuGiOh,2016 Mega-Tins Mega Pack,Fiend Griefing,,MP16-EN035,Common,Near Mint 1st Edition,0.54,,1.49,0.5,22,0,1.99,,False
512,3287794,YuGiOh,2016 Mega-Tins Mega Pack,Fluffal Sheep,,MP16-EN010,Common,Near Mint Unlimited,,,1.98,0.99,3,0,1.49,,True
513,3198254,YuGiOh,2016 Mega-Tins Mega Pack,Fluffal Sheep,,MP16-EN010,Common,Near Mint 1st Edition,0.97,,1.54,0.55,1,0,1.49,,False
514,3287804,YuGiOh,2016 Mega-Tins Mega Pack,Forbidden Apocrypha,,MP16-EN230,Common,Near Mint Unlimited,,,1.04,0.05,2,0,0.49,,True
515,3199354,YuGiOh,2016 Mega-Tins Mega Pack,Forbidden Apocrypha,,MP16-EN230,Common,Near Mint 1st Edition,0.21,,1.07,0.08,23,0,0.49,,False
516,3287809,YuGiOh,2016 Mega-Tins Mega Pack,Frightfur Chimera,,MP16-EN021,Rare,Near Mint Unlimited,,,1.24,0.25,1,0,0.49,,True
517,3198309,YuGiOh,2016 Mega-Tins Mega Pack,Frightfur Chimera,,MP16-EN021,Rare,Near Mint 1st Edition,0.41,,1.26,0.27,2,0,0.49,,False
518,3287819,YuGiOh,2016 Mega-Tins Mega Pack,Frightfur Fusion,,MP16-EN026,Rare,Near Mint Unlimited,0.62,,1.56,0.57,1,0,1.49,,True
519,3198334,YuGiOh,2016 Mega-Tins Mega Pack,Frightfur Fusion,,MP16-EN026,Rare,Near Mint 1st Edition,0.57,,1.48,0.49,2,0,0.99,,False
530,3287859,YuGiOh,2016 Mega-Tins Mega Pack,Grand Horn of Heaven,,MP16-EN160,Common,Near Mint Unlimited,0.34,,1.22,0.23,8,0,0.49,,True
531,3199004,YuGiOh,2016 Mega-Tins Mega Pack,Grand Horn of Heaven,,MP16-EN160,Common,Near Mint 1st Edition,,,1.18,0.19,42,0,0.49,,False
532,3287874,YuGiOh,2016 Mega-Tins Mega Pack,Humid Winds,,MP16-EN092,Common,Near Mint Unlimited,0.7,,1.64,0.65,2,0,1.99,,True
533,3198664,YuGiOh,2016 Mega-Tins Mega Pack,Humid Winds,,MP16-EN092,Common,Near Mint 1st Edition,0.61,,1.48,0.49,3,0,1.99,,False
534,3198549,YuGiOh,2016 Mega-Tins Mega Pack,Igknight Gallant,,MP16-EN069,Common,Near Mint 1st Edition,0.23,,1.07,0.08,3,0,0.49,,False
535,3198544,YuGiOh,2016 Mega-Tins Mega Pack,Igknight Margrave,,MP16-EN068,Common,Near Mint 1st Edition,0.15,,1.15,0.16,1,0,0.49,,False
536,3287899,YuGiOh,2016 Mega-Tins Mega Pack,Igknight Reload,,MP16-EN148,Ultra Rare,Near Mint Unlimited,0.53,,1.08,0.09,1,0,0.49,,True
537,3198944,YuGiOh,2016 Mega-Tins Mega Pack,Igknight Reload,,MP16-EN148,Ultra Rare,Near Mint 1st Edition,0.37,,1.24,0.25,21,0,0.49,,False
548,3287954,YuGiOh,2016 Mega-Tins Mega Pack,Kyoutou Waterfront,,MP16-EN100,Common,Near Mint Unlimited,,,1.47,0.48,6,0,0.74,,True
549,3198704,YuGiOh,2016 Mega-Tins Mega Pack,Kyoutou Waterfront,,MP16-EN100,Common,Near Mint 1st Edition,0.5,,1.44,0.45,13,0,0.74,,False
550,3287959,YuGiOh,2016 Mega-Tins Mega Pack,Lose 1 Turn,,MP16-EN034,Ultra Rare,Near Mint Unlimited,0.56,,1.29,0.3,1,0,0.99,,True
551,3198374,YuGiOh,2016 Mega-Tins Mega Pack,Lose 1 Turn,,MP16-EN034,Ultra Rare,Near Mint 1st Edition,0.55,,1.19,0.2,1,0,0.99,,False
553,3198569,YuGiOh,2016 Mega-Tins Mega Pack,Magical Abductor,,MP16-EN073,Rare,Near Mint 1st Edition,0.69,,1.4,0.41,2,0,0.74,,False
554,3287974,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Cat - Nekomata,,MP16-EN125,Super Rare,Near Mint Unlimited,0.17,,1.06,0.07,2,0,0.49,,True
555,3198829,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Cat - Nekomata,,MP16-EN125,Super Rare,Near Mint 1st Edition,0.16,,1.04,0.05,47,0,0.49,,False
556,3287979,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Crow - Yata,,MP16-EN127,Common,Near Mint Unlimited,0.34,,1.13,0.14,2,0,0.49,,False
558,3287984,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Fox - Kyubi,,MP16-EN128,Common,Near Mint Unlimited,0.09,,1.11,0.12,2,0,0.49,,True
559,3198844,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Fox - Kyubi,,MP16-EN128,Common,Near Mint 1st Edition,0.28,,1.16,0.17,14,0,0.49,,False
561,3198834,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Raccoon - Bunbuku,,MP16-EN126,Ultra Rare,Near Mint 1st Edition,2.6,3.36,3.39,2.4,1,0,3.99,,False
562,3288004,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Tempest,,MP16-EN159,Common,Near Mint Unlimited,0.21,,1.18,0.19,3,0,0.49,,True
563,3198999,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Tempest,,MP16-EN159,Common,Near Mint 1st Edition,0.27,,1.21,0.22,21,0,0.49,,False
565,3198994,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Tornado,,MP16-EN158,Ultra Rare,Near Mint 1st Edition,0.22,,1.09,0.1,18,0,0.49,,False
568,3288019,YuGiOh,2016 Mega-Tins Mega Pack,Mistaken Accusation,,MP16-EN222,Common,Near Mint Unlimited,,,1.09,0.1,1,0,0.49,,False
584,3288069,YuGiOh,2016 Mega-Tins Mega Pack,Painful Escape,,MP16-EN162,Secret Rare,Near Mint Unlimited,0.21,,1.24,0.25,11,0,0.49,,True
585,3199014,YuGiOh,2016 Mega-Tins Mega Pack,Painful Escape,,MP16-EN162,Secret Rare,Near Mint 1st Edition,0.25,,1.08,0.09,227,0,0.49,,False
586,3199349,YuGiOh,2016 Mega-Tins Mega Pack,Pendulum Reborn,,MP16-EN229,Rare,Near Mint 1st Edition,0.22,,1.15,0.16,5,0,0.49,,False
588,3198509,YuGiOh,2016 Mega-Tins Mega Pack,Performage Hat Tricker,,MP16-EN061,Common,Near Mint 1st Edition,0.61,,1.26,0.27,2,0,1.24,,False
591,3198604,YuGiOh,2016 Mega-Tins Mega Pack,Performage Trapeze Magician,,MP16-EN080,Rare,Near Mint 1st Edition,0.78,,1.64,0.65,5,0,1.24,,False
592,3288109,YuGiOh,2016 Mega-Tins Mega Pack,Performage Trick Clown,,MP16-EN062,Common,Near Mint Unlimited,0.25,,1.3,0.31,1,0,0.49,,True
593,3198514,YuGiOh,2016 Mega-Tins Mega Pack,Performage Trick Clown,,MP16-EN062,Common,Near Mint 1st Edition,0.22,,1.2,0.21,18,0,0.49,,False
595,3199079,YuGiOh,2016 Mega-Tins Mega Pack,Performapal Guitartle,,MP16-EN175,Rare,Near Mint 1st Edition,0.38,,1.33,0.34,6,0,0.49,,False
599,3288179,YuGiOh,2016 Mega-Tins Mega Pack,Performapal Secondonkey,,MP16-EN105,Rare,Near Mint Unlimited,0.13,,1.12,0.13,1,0,0.49,,True
600,3198729,YuGiOh,2016 Mega-Tins Mega Pack,Performapal Secondonkey,,MP16-EN105,Rare,Near Mint 1st Edition,0.2,,1.19,0.2,1,0,0.49,,False
602,3288214,YuGiOh,2016 Mega-Tins Mega Pack,Pianissimo,,MP16-EN081,Common,Near Mint Unlimited,,,1.08,0.09,4,0,0.49,,True
603,3198609,YuGiOh,2016 Mega-Tins Mega Pack,Pianissimo,,MP16-EN081,Common,Near Mint 1st Edition,0.49,,1.11,0.12,9,0,0.49,,False
607,3198279,YuGiOh,2016 Mega-Tins Mega Pack,Raidraptor - Mimicry Lanius,,MP16-EN015,Common,Near Mint 1st Edition,0.56,,1.48,0.49,1,0,1.24,,False
609,3288304,YuGiOh,2016 Mega-Tins Mega Pack,"Retaliating ""C""",,MP16-EN076,Common,Near Mint Unlimited,0.89,,1.31,0.32,3,0,1.24,,True
610,3198584,YuGiOh,2016 Mega-Tins Mega Pack,"Retaliating ""C""",,MP16-EN076,Common,Near Mint 1st Edition,0.55,0.5,1.1,0.11,3,0,1.24,,False
618,3288359,YuGiOh,2016 Mega-Tins Mega Pack,Shiranui Spiritmaster,,MP16-EN201,Rare,Near Mint Unlimited,0.75,,1.57,0.58,5,0,0.74,,True
619,3199209,YuGiOh,2016 Mega-Tins Mega Pack,Shiranui Spiritmaster,,MP16-EN201,Rare,Near Mint 1st Edition,0.41,,1.32,0.33,13,0,0.74,,False
620,3288364,YuGiOh,2016 Mega-Tins Mega Pack,Shiranui Style Swallow's Slash,,MP16-EN228,Common,Near Mint Unlimited,0.8,,1.66,0.67,6,0,1.24,,True
621,3199344,YuGiOh,2016 Mega-Tins Mega Pack,Shiranui Style Swallow's Slash,,MP16-EN228,Common,Near Mint 1st Edition,0.77,,1.49,0.5,12,0,1.49,,False
623,3288374,YuGiOh,2016 Mega-Tins Mega Pack,Shuffle Reborn,,MP16-EN144,Common,Near Mint Unlimited,0.27,,1.2,0.21,1,0,0.49,,True
624,3198924,YuGiOh,2016 Mega-Tins Mega Pack,Shuffle Reborn,,MP16-EN144,Common,Near Mint 1st Edition,0.3,,1.14,0.15,5,0,0.49,,False
628,3288419,YuGiOh,2016 Mega-Tins Mega Pack,Super Soldier Ritual,,MP16-EN146,Rare,Near Mint Unlimited,1.5,,1.84,0.85,2,0,3.49,,True
629,3198934,YuGiOh,2016 Mega-Tins Mega Pack,Super Soldier Ritual,,MP16-EN146,Rare,Near Mint 1st Edition,2.3,2.3,1.85,0.86,6,0,3.24,,False
631,3198989,YuGiOh,2016 Mega-Tins Mega Pack,Super Soldier Shield,,MP16-EN157,Ultra Rare,Near Mint 1st Edition,0.45,,1.2,0.21,51,0,0.74,,False
637,3198719,YuGiOh,2016 Mega-Tins Mega Pack,Tatsunoko,,MP16-EN103,Secret Rare,Near Mint 1st Edition,0.62,,1.29,0.3,43,0,0.74,,False
642,3288524,YuGiOh,2016 Mega-Tins Mega Pack,Toon Buster Blader,,MP16-EN205,Rare,Near Mint Unlimited,0.69,,1.46,0.47,1,0,0.99,,False
652,3199369,YuGiOh,2016 Mega-Tins Mega Pack,Ultimate Providence,,MP16-EN233,Secret Rare,Near Mint 1st Edition,0.5,,1.37,0.38,2,0,0.99,,False
653,3199159,YuGiOh,2016 Mega-Tins Mega Pack,Wizard Buster Destruction Sword,,MP16-EN191,Common,Near Mint 1st Edition,1.56,,1.98,0.99,1,0,2.49,,False
657,3198454,YuGiOh,2016 Mega-Tins Mega Pack,Xiangsheng Magician,,MP16-EN050,Super Rare,Near Mint 1st Edition,0.55,,1.34,0.35,6,0,0.74,,False
660,3453187,YuGiOh,2017 Mega-Tins,Dreamland,,CT14-EN006,Super Rare,Near Mint Limited,0.25,0.16,1.07,0.08,15,0,0.49,,False
663,3453182,YuGiOh,2017 Mega-Tins,Number 71: Rebarian Shark,,CT14-EN005,Super Rare,Near Mint Limited,0.3,0.25,1.04,0.05,1,0,0.49,,False
665,3453217,YuGiOh,2017 Mega-Tins,Proxy Dragon,,CT14-EN003,Ultra Rare,Near Mint Limited,0.18,0.18,1.0,0.01,120,0,0.49,,False
666,C-384723,YuGiOh,2017 Mega-Tins,Proxy Dragon,GERMAN Proxy Dragon,CT14-EN003,Ultra Rare,Near Mint Limited,,,,,1,0,0.99,https://static.tcgplayer.com/BF8F842D-EA95-4E80-8667-1A16C7A470B9,False
667,3453197,YuGiOh,2017 Mega-Tins,Token: Kaiba (CT14-EN010),,CT14-EN010,Ultra Rare,Near Mint Limited,0.56,0.65,1.3,0.3,5,0,0.99,,False
668,3453192,YuGiOh,2017 Mega-Tins,Token: Yugi/Yami (CT14-EN007),,CT14-EN007,Ultra Rare,Near Mint Limited,0.67,0.63,1.29,0.3,4,0,0.99,,False
669,3454042,YuGiOh,2017 Mega-Tins Mega Pack,Blackwing - Gofu the Vague Shadow,,MP17-EN068,Common,Near Mint 1st Edition,0.39,,1.2,0.21,18,0,0.49,,False
673,3454752,YuGiOh,2017 Mega-Tins Mega Pack,Crystron Rosenix,,MP17-EN140,Common,Near Mint 1st Edition,0.73,,1.41,0.22,2,0,0.99,,False
675,3455722,YuGiOh,2017 Mega-Tins Mega Pack,Dark Contract with the Entities,,MP17-EN239,Ultra Rare,Near Mint 1st Edition,0.21,0.2,1.09,0.1,28,0,0.49,,False
683,3455507,YuGiOh,2017 Mega-Tins Mega Pack,Eater of Millions,,MP17-EN196,Common,Near Mint 1st Edition,0.31,0.37,1.19,0.2,15,0,0.49,,False
684,3455227,YuGiOh,2017 Mega-Tins Mega Pack,Fairy Tail - Sleeper,,MP17-EN146,Common,Near Mint 1st Edition,0.09,0.09,1.02,0.03,1,0,0.49,,False
690,3455297,YuGiOh,2017 Mega-Tins Mega Pack,Fullmetalfoes Fusion,,MP17-EN154,Super Rare,Near Mint 1st Edition,0.22,0.15,1.09,0.1,65,0,0.49,,False
697,3455627,YuGiOh,2017 Mega-Tins Mega Pack,Lost Wind,,MP17-EN220,Rare,Near Mint 1st Edition,0.61,,1.47,0.48,3,0,0.99,,False
700,C-1767619,YuGiOh,2017 Mega-Tins Mega Pack,Magician Navigation,MISPRINT Magician Navigation,MP17-EN110,Secret Rare,Near Mint 1st Edition,,,,,1,0,9.99,https://static.tcgplayer.com/04C1365D-A5CA-4B21-9D81-B8D6B7575292,False
702,3454127,YuGiOh,2017 Mega-Tins Mega Pack,Magician's Robe,,MP17-EN073,Common,Near Mint 1st Edition,0.39,,1.18,0.19,3,0,1.24,,False
704,3455362,YuGiOh,2017 Mega-Tins Mega Pack,Mare Mare,,MP17-EN167,Common,Near Mint 1st Edition,0.31,,1.23,0.24,11,0,0.49,,False
707,3454572,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Combination,,MP17-EN112,Super Rare,Near Mint 1st Edition,0.18,0.22,1.08,0.09,20,0,0.49,,False
710,3454152,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Goldriver,,MP17-EN078,Rare,Near Mint 1st Edition,0.31,,1.09,0.1,1,0,0.99,,False
711,3455237,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Mithrilium,,MP17-EN148,Ultra Rare,Near Mint 1st Edition,0.13,0.13,1.06,0.07,45,0,0.49,,False
712,3454327,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Orichalc,,MP17-EN093,Common,Near Mint 1st Edition,0.14,0.13,1.04,0.05,13,0,0.49,,False
713,3454147,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Silverd,,MP17-EN077,Common,Near Mint 1st Edition,,,1.03,0.04,18,0,0.49,,False
714,3454142,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Steelen,,MP17-EN076,Common,Near Mint 1st Edition,0.17,,1.09,0.1,26,0,0.49,,False
715,3454247,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Volflame,,MP17-EN079,Rare,Near Mint 1st Edition,0.29,0.35,1.21,0.22,2,0,0.49,,False
716,3455492,YuGiOh,2017 Mega-Tins Mega Pack,Miscellaneousaurus,,MP17-EN193,Common,Near Mint 1st Edition,0.46,0.5,1.24,0.25,13,0,0.49,,False
718,3454682,YuGiOh,2017 Mega-Tins Mega Pack,Paleozoic Anomalocaris,,MP17-EN126,Super Rare,Near Mint 1st Edition,0.86,0.97,1.35,0.35,2,0,0.74,,False
724,3455387,YuGiOh,2017 Mega-Tins Mega Pack,Paleozoic Opabinia,,MP17-EN172,Super Rare,Near Mint 1st Edition,0.66,0.77,1.17,0.18,1,0,0.99,,False
727,3453867,YuGiOh,2017 Mega-Tins Mega Pack,Priestess with Eyes of Blue,,MP17-EN055,Super Rare,Near Mint 1st Edition,0.31,0.33,1.14,0.15,3,0,0.49,,False
730,3455207,YuGiOh,2017 Mega-Tins Mega Pack,Raremetalfoes Bismugear,,MP17-EN142,Common,Near Mint 1st Edition,0.17,0.2,1.09,0.1,3,0,0.49,,False
731,3454647,YuGiOh,2017 Mega-Tins Mega Pack,Revolving Switchyard,,MP17-EN119,Common,Near Mint 1st Edition,1.25,,1.74,0.75,1,0,1.99,,False
734,3454262,YuGiOh,2017 Mega-Tins Mega Pack,Shiranui Solitaire,,MP17-EN082,Ultra Rare,Near Mint 1st Edition,0.61,2.97,1.28,0.29,3,0,1.99,,False
744,3455257,YuGiOh,2017 Mega-Tins Mega Pack,The Phantom Knights' Rank-Up-Magic Launch,,MP17-EN152,Super Rare,Near Mint 1st Edition,0.54,0.5,1.17,0.18,3,0,0.49,,False
754,3455557,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Broadbull,,MP17-EN206,Secret Rare,Near Mint 1st Edition,0.67,0.69,1.46,0.47,1,0,1.24,,False
755,3455437,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Bunnyblast,,MP17-EN182,Common,Near Mint 1st Edition,0.55,,1.21,0.22,5,0,0.99,,False
756,3455642,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Combo,,MP17-EN223,Common,Near Mint 1st Edition,0.42,,1.23,0.24,5,0,0.49,,False
758,3455452,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Ramram,,MP17-EN185,Common,Near Mint 1st Edition,0.48,0.49,1.29,0.3,15,0,1.24,,False
759,3455432,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Ratpier,,MP17-EN181,Super Rare,Near Mint 1st Edition,0.44,0.45,1.29,0.3,3,0,0.99,,False
761,3455562,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Tigermortar,,MP17-EN207,Ultra Rare,Near Mint 1st Edition,1.41,2.98,1.68,0.69,1,0,3.99,,False
762,3455442,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Whiptail,,MP17-EN183,Super Rare,Near Mint 1st Edition,0.48,0.6,1.24,0.25,4,0,1.24,,False
765,3841320,YuGiOh,2018 Mega-Tins,Junk Connector,,CT15-EN010,Ultra Rare,Near Mint Limited,0.18,0.16,1.05,0.06,1,0,0.49,,False
770,3842967,YuGiOh,2018 Mega-Tins Mega Pack,Altergeist Kunquery,,MP18-EN116,Common,Near Mint 1st Edition,0.09,0.08,1.07,0.08,23,0,0.49,,False
771,3842462,YuGiOh,2018 Mega-Tins Mega Pack,Altergeist Manifestation,,MP18-EN216,Super Rare,Near Mint 1st Edition,0.42,0.41,1.14,0.15,63,0,0.49,,False
776,3842432,YuGiOh,2018 Mega-Tins Mega Pack,Altergeist Silquitous,,MP18-EN114,Super Rare,Near Mint 1st Edition,0.32,0.27,1.19,0.2,21,0,0.49,,False
778,3842347,YuGiOh,2018 Mega-Tins Mega Pack,Arrivalrivals,,MP18-EN142,Ultra Rare,Near Mint 1st Edition,0.23,0.22,1.15,0.16,63,0,0.49,,False
782,3842352,YuGiOh,2018 Mega-Tins Mega Pack,Broken Line,,MP18-EN156,Ultra Rare,Near Mint 1st Edition,0.48,0.2,1.18,0.19,1,0,0.74,,False
793,3842217,YuGiOh,2018 Mega-Tins Mega Pack,Fuse Line,,MP18-EN155,Secret Rare,Near Mint 1st Edition,0.23,0.2,1.04,0.05,24,0,0.49,,False
795,3842412,YuGiOh,2018 Mega-Tins Mega Pack,Gouki Re-Match,,MP18-EN070,Super Rare,Near Mint 1st Edition,0.35,0.25,1.19,0.2,3,0,0.49,,False
797,3842477,YuGiOh,2018 Mega-Tins Mega Pack,Gouki Suprex,,MP18-EN039,Rare,Near Mint 1st Edition,0.97,0.26,1.18,0.19,5,0,1.24,,False
798,3842337,YuGiOh,2018 Mega-Tins Mega Pack,Gouki Thunder Ogre,,MP18-EN133,Ultra Rare,Near Mint 1st Edition,0.37,0.47,1.19,0.2,5,0,0.49,,False
799,3842387,YuGiOh,2018 Mega-Tins Mega Pack,Gouki Twistcobra,,MP18-EN038,Super Rare,Near Mint 1st Edition,0.34,0.4,1.09,0.1,9,0,0.49,,False
800,3842422,YuGiOh,2018 Mega-Tins Mega Pack,Heavy Storm Duster,,MP18-EN086,Super Rare,Near Mint 1st Edition,0.77,1.71,1.24,0.25,13,0,0.74,,False
803,3842407,YuGiOh,2018 Mega-Tins Mega Pack,Ib the World Chalice Priestess,,MP18-EN067,Super Rare,Near Mint 1st Edition,0.27,0.25,1.09,0.1,17,0,0.49,,False
807,3842297,YuGiOh,2018 Mega-Tins Mega Pack,Lee the World Chalice Fairy,,MP18-EN048,Ultra Rare,Near Mint 1st Edition,0.32,0.26,1.16,0.17,46,0,0.49,,False
809,3843087,YuGiOh,2018 Mega-Tins Mega Pack,Lunalight Kaleido Chick,,MP18-EN164,Common,Near Mint 1st Edition,0.2,0.2,1.09,0.1,5,0,0.49,,False
810,3842317,YuGiOh,2018 Mega-Tins Mega Pack,Magnarokket Dragon,,MP18-EN112,Ultra Rare,Near Mint 1st Edition,0.42,,1.19,0.2,1,0,0.49,,False
812,3842272,YuGiOh,2018 Mega-Tins Mega Pack,"Mariamne, the True Dracophoenix",,MP18-EN005,Ultra Rare,Near Mint 1st Edition,0.34,0.26,1.09,0.1,63,0,0.49,,False
815,3842232,YuGiOh,2018 Mega-Tins Mega Pack,Mekk-Knight Purple Nightfall,,MP18-EN183,Secret Rare,Near Mint 1st Edition,2.95,2.9,1.98,0.99,3,0,2.74,,False
816,3842607,YuGiOh,2018 Mega-Tins Mega Pack,Mekk-Knight Red Moon,,MP18-EN181,Rare,Near Mint 1st Edition,0.71,0.67,1.58,0.59,9,0,0.99,,False
824,3842797,YuGiOh,2018 Mega-Tins Mega Pack,Orbital Hydralander,,MP18-EN059,Common,Near Mint 1st Edition,0.23,,1.08,0.09,8,0,0.49,,False
825,3842207,YuGiOh,2018 Mega-Tins Mega Pack,Overdone Burial,,MP18-EN143,Secret Rare,Near Mint 1st Edition,0.54,0.5,1.19,0.2,1,0,0.74,,False
826,3842447,YuGiOh,2018 Mega-Tins Mega Pack,Overtex Qoatlus,,MP18-EN194,Super Rare,Near Mint 1st Edition,0.79,0.78,1.34,0.35,1,0,1.24,,False
834,3842492,YuGiOh,2018 Mega-Tins Mega Pack,"Ryko, Twilightsworn Fighter",,MP18-EN053,Rare,Near Mint 1st Edition,0.56,,1.24,0.25,2,0,0.74,,False
835,3842282,YuGiOh,2018 Mega-Tins Mega Pack,Salvagent Driver,,MP18-EN034,Ultra Rare,Near Mint 1st Edition,0.23,,1.09,0.1,4,0,0.49,,False
838,3842692,YuGiOh,2018 Mega-Tins Mega Pack,Set Rotation,,MP18-EN019,Common,Near Mint 1st Edition,0.27,0.26,1.17,0.18,49,0,0.49,,False
839,3842312,YuGiOh,2018 Mega-Tins Mega Pack,Spellbook of Knowledge,,MP18-EN076,Ultra Rare,Near Mint 1st Edition,0.76,,1.54,0.55,1,0,1.99,,False
840,3842197,YuGiOh,2018 Mega-Tins Mega Pack,Squib Draw,,MP18-EN138,Secret Rare,Near Mint 1st Edition,0.21,0.22,1.07,0.08,44,0,0.49,,False
844,3842787,YuGiOh,2018 Mega-Tins Mega Pack,Treasure Panda,,MP18-EN056,Common,Near Mint 1st Edition,0.1,0.09,1.04,0.05,17,0,0.49,,False
851,3842712,YuGiOh,2018 Mega-Tins Mega Pack,True Draco Apocalypse,,MP18-EN023,Common,Near Mint 1st Edition,0.51,0.25,1.24,0.25,4,0,0.49,,False
854,3843187,YuGiOh,2018 Mega-Tins Mega Pack,Underclock Taker,,MP18-EN196,Common,Near Mint 1st Edition,0.16,0.25,1.05,0.06,2,0,0.49,,False
857,3842372,YuGiOh,2018 Mega-Tins Mega Pack,Waterfall of Dragon Souls,,MP18-EN024,Super Rare,Near Mint 1st Edition,0.53,0.5,1.18,0.19,1,0,0.74,,False
867,4165139,YuGiOh,2019 Gold Sarcophagus Tin,Monster Reborn,,TN19-EN011,Prismatic Secret Rare,Near Mint Limited,2.11,3.97,1.98,0.99,4,0,2.49,,False
873,4165124,YuGiOh,2019 Gold Sarcophagus Tin,Slifer the Sky Dragon,,TN19-EN008,Prismatic Secret Rare,Near Mint Limited,1.63,1.6,1.89,0.9,6,0,2.49,,False
875,4165277,YuGiOh,2019 Gold Sarcophagus Tin Mega Pack,Altergeist Kidolga,,MP19-EN024,Rare,Near Mint 1st Edition,0.24,0.21,1.19,0.2,1,0,0.49,,False
877,4167833,YuGiOh,2019 Gold Sarcophagus Tin Mega Pack,"Beat, Bladesman Fur Hire",,MP19-EN247,Ultra Rare,Near Mint 1st Edition,1.9,2.83,1.73,0.74,1,0,2.99,,False
882,4166138,YuGiOh,2019 Gold Sarcophagus Tin Mega Pack,Celestial Observatory,,MP19-EN122,Rare,Near Mint 1st Edition,0.36,0.31,1.24,0.25,2,0,0.49,,False
883,4165652,YuGiOh,2019 Gold Sarcophagus Tin Mega Pack,Crusadia Arboria,,MP19-EN078,Super Rare,Near Mint 1st Edition,0.96,1.93,1.35,0.36,1,0,1.49,,False
884,4165662,YuGiOh,2019 Gold Sarcophagus Tin Mega Pack,Crusadia Draco,,MP19-EN080,Super Rare,Near Mint 1st Edition,0.5,0.67,1.28,0.29,11,0,0.99,,False
886,4165657,YuGiOh,2019 Gold Sarcophagus Tin Mega Pack,Crusadia Leonis,,MP19-EN079,Common,Near Mint 1st Edition,0.11,0.09,1.08,0.09,87,0,0.49,,False
